sku_id,period,qty_total,category_id
598294111,2025-03-10,0.8981898885233275,672241
598294111,2025-03-17,1.398175645491234,672241
598294111,2025-03-24,0.8982024563610028,672241
598294111,2025-03-31,0.39805481252752317,672241
598294111,2025-04-07,1.3981229020755044,672241
598294111,2025-04-14,1.398229803898648,672241
598294111,2025-04-21,2.8979629390470185,672241
598294111,2025-04-28,1.3982491093655045,672241
598294111,2025-05-05,2.898130054076373,672241
598294111,2025-05-12,1.3982705074689448,672241
598294111,2025-05-19,0.8984504317408647,672241
598294111,2025-05-26,0.8985696143494756,672241
598294111,2025-06-02,2.8986313534653134,672241
598294111,2025-06-09,4.398615015872881,672241
598294111,2025-06-16,1.898553355692223,672241
598302302,2025-03-10,0.4845818446998344,672241
598302302,2025-03-17,-0.01626058408781563,672241
598302302,2025-03-24,-0.016111275325435118,672241
598302302,2025-03-31,-0.016022475898337725,672241
598302302,2025-04-07,-0.015970212678884217,672241
598302302,2025-04-14,-0.015938048073915655,672241
598302302,2025-04-21,-0.01591501873051889,672241
598302302,2025-04-28,-0.015894383638767953,672241
598302302,2025-05-05,-0.015871587782381652,672241
598302302,2025-05-12,-0.01584394644905334,672241
598302302,2025-05-19,-0.015809676899012283,672241
598302302,2025-05-26,-0.015688378881799143,672241
598302302,2025-06-02,-0.015648277087783144,672241
598302302,2025-06-09,-0.015609522274611855,672241
598302302,2025-06-16,-0.015571529498416503,672241
599653937,2025-03-10,0.3227727807772074,672241
599653937,2025-03-17,1.3228806058116862,672241
599653937,2025-03-24,0.3228648925834443,672241
599653937,2025-03-31,7.8231429008995095,672241
599653937,2025-04-07,0.3230232316440518,672241
599653937,2025-04-14,1.3231026160424832,672241
599653937,2025-04-21,5.323401080002657,672241
599653937,2025-04-28,11.322657907221888,672241
599653937,2025-05-05,1.323374634167934,672241
599653937,2025-05-12,3.3232028800042865,672241
599653937,2025-05-19,1.3234182922621098,672241
599653937,2025-05-26,0.8234402528206684,672241
599653937,2025-06-02,0.8235400602485261,672241
599653937,2025-06-09,4.323516426261576,672241
599653937,2025-06-16,2.323667585428981,672241
599703217,2025-03-10,2.5704893577312284,672241
599703217,2025-03-17,1.5710418447232142,672241
599703217,2025-03-24,6.564740888815025,672241
599703217,2025-03-31,2.0700471747350244,672241
599703217,2025-04-07,10.065594224925963,672241
599703217,2025-04-14,3.56971557003905,672241
599703217,2025-04-21,3.5642241598450406,672241
599703217,2025-04-28,2.5667840508056075,672241
599703217,2025-05-05,2.0645214672905046,672241
599703217,2025-05-12,3.5646238742736065,672241
599703217,2025-05-19,3.565436572345736,672241
599703217,2025-05-26,4.0634255646199895,672241
599703217,2025-06-02,2.063750634990435,672241
599703217,2025-06-09,9.566690937646044,672241
599703217,2025-06-16,9.060593622829998,672241
746436995,2025-03-10,-0.12606547251602512,672241
746436995,2025-03-17,-0.1182985073811541,672241
746436995,2025-03-24,1.3893461938237068,672241
746436995,2025-03-31,0.3967473901376404,672241
746436995,2025-04-07,-0.09609731931011703,672241
746436995,2025-04-14,0.4109849741238657,672241
746436995,2025-04-21,-0.08223264867023669,672241
746436995,2025-04-28,-0.0755783931954413,672241
746436995,2025-05-05,0.4309488322018733,672241
746436995,2025-05-12,-0.06282653995710735,672241
746436995,2025-05-19,-0.05673098240806593,672241
746436995,2025-05-26,-0.050790985218718665,672241
746436995,2025-06-02,-0.04506673709911041,672241
746436995,2025-06-09,-0.039531732460779595,672241
746436995,2025-06-16,-0.03418744770104587,672241
2709580011,2025-03-10,0.8851958927833685,672241
2709580011,2025-03-17,0.38522296929528244,672241
2709580011,2025-03-24,-0.11463589212993575,672241
2709580011,2025-03-31,0.8854092729437055,672241
2709580011,2025-04-07,-0.11456652583232785,672241
2709580011,2025-04-14,-0.11461518510774688,672241
2709580011,2025-04-21,-0.11460531175536576,672241
2709580011,2025-04-28,-0.6144980366266701,672241
2709580011,2025-05-05,-0.11428623860781956,672241
2709580011,2025-05-12,-0.11397718089494946,672241
2709580011,2025-05-19,0.8862237680417766,672241
2709580011,2025-05-26,0.8862646506487835,672241
2709580011,2025-06-02,0.8863037975255283,672241
2709580011,2025-06-09,-0.11360842937210025,672241
2709580011,2025-06-16,-0.11344023777989848,672241
2709580215,2025-03-10,0.06242649904614256,672241
2709580215,2025-03-17,0.06254393388997825,672241
2709580215,2025-03-24,0.06265521984907729,672241
2709580215,2025-03-31,1.0627625083271888,672241
2709580215,2025-04-07,0.562856437876473,672241
2709580215,2025-04-14,0.0629400303142883,672241
2709580215,2025-04-21,0.06300949661175265,672241
2709580215,2025-04-28,0.06306086452352838,672241
2709580215,2025-05-05,0.5630999538531583,672241
2709580215,2025-05-12,0.5631258922540281,672241
2709580215,2025-05-19,2.063156016844369,672241
2709580215,2025-05-26,0.06317997473164016,672241
2709580215,2025-06-02,0.06321253448213549,672241
2709580215,2025-06-09,1.563232057744123,672241
2709580215,2025-06-16,0.5632536314771643,672241
2787887686,2025-03-10,-0.8940007563486599,672241
2787887686,2025-03-17,-0.8939667218368061,672241
2787887686,2025-03-24,-0.8939370821258681,672241
2787887686,2025-03-31,-0.8939079010998795,672241
2787887686,2025-04-07,-0.8938898548029588,672241
2787887686,2025-04-14,-0.893899056143774,672241
2787887686,2025-04-21,-0.8939410029308259,672241
2787887686,2025-04-28,-0.894008216523534,672241
2787887686,2025-05-05,-0.8940845540970956,672241
2787887686,2025-05-12,-0.8941549398723874,672241
2787887686,2025-05-19,-0.8942050275896349,672241
2787887686,2025-05-26,-0.8942558149116282,672241
2787887686,2025-06-02,4.6058133617572,672241
2787887686,2025-06-09,1.6058307107924623,672241
2787887686,2025-06-16,-0.8941432414207522,672241
3022776581,2025-03-10,-0.23848311318512908,672241
3022776581,2025-03-17,0.2614100024971042,672241
3022776581,2025-03-24,0.26126617034594923,672241
3022776581,2025-03-31,0.7611473416589837,672241
3022776581,2025-04-07,-0.2389199258369459,672241
3022776581,2025-04-14,0.2610403117284545,672241
3022776581,2025-04-21,0.2610098716463236,672241
3022776581,2025-04-28,0.2610008340719005,672241
3022776581,2025-05-05,1.2609987935622489,672241
3022776581,2025-05-12,0.26104068292499794,672241
3022776581,2025-05-19,0.2611089667433343,672241
3022776581,2025-05-26,-0.23880528656347622,672241
3022776581,2025-06-02,0.2612845840637039,672241
