sku_id,category_id,period,qty_total
598294111,672241,2024-11-25,0.8149545931237016
598294111,672241,2024-12-02,0.8149483380376222
598294111,672241,2024-12-09,0.8147839896110539
598294111,672241,2024-12-16,0.31490117893460456
598294111,672241,2024-12-23,0.8148205390094585
598294111,672241,2024-12-30,1.3146596711320742
598294111,672241,2025-01-06,0.8146420376209059
598294111,672241,2025-01-13,2.3147321473246754
598294111,672241,2025-01-20,3.3144585745114132
598294111,672241,2025-01-27,2.3143902646243517
598294111,672241,2025-02-03,1.8144632571926635
598294111,672241,2025-02-10,0.8142796945321784
598294111,672241,2025-02-17,0.8141201608302793
598294111,672241,2025-02-24,0.8142085097824424
598294111,672241,2025-03-03,0.8142686330837678
598302302,672241,2024-11-25,0.057410222671631525
598302302,672241,2024-12-02,0.05741404526129912
598302302,672241,2024-12-09,0.057418144044826605
598302302,672241,2024-12-16,0.05742258311967207
598302302,672241,2024-12-23,0.5574618410249919
598302302,672241,2024-12-30,0.057442944778120904
598302302,672241,2025-01-06,1.0574590635256769
598302302,672241,2025-01-13,0.05747587653014349
598302302,672241,2025-01-20,0.05749342150236095
598302302,672241,2025-01-27,0.05751177387515599
598302302,672241,2025-02-03,0.057530977520544424
598302302,672241,2025-02-10,1.057482245702814
598302302,672241,2025-02-17,0.057551972201613545
598302302,672241,2025-02-24,0.05755381372202358
598302302,672241,2025-03-03,0.05755667141138339
599653937,672241,2024-11-25,10.457014165429884
599653937,672241,2024-12-02,1.5356303655103725
599653937,672241,2024-12-09,1.6135077343990285
599653937,672241,2024-12-16,1.1902734017405676
599653937,672241,2024-12-23,1.2660241536946384
599653937,672241,2024-12-30,1.3407442612039255
599653937,672241,2025-01-06,2.414379904113972
599653937,672241,2025-01-13,2.4870713160613263
599653937,672241,2025-01-20,2.0587016564457166
599653937,672241,2025-01-27,6.629498378653711
599653937,672241,2025-02-03,1.6988140566856285
599653937,672241,2025-02-10,3.2673155870222015
599653937,672241,2025-02-17,2.3348702889067856
599653937,672241,2025-02-24,2.901331922403674
599653937,672241,2025-03-03,2.966857894491386
599703217,672241,2024-11-25,4.365903159021327
599703217,672241,2024-12-02,6.36581040811738
599703217,672241,2024-12-09,3.8656907225881803
599703217,672241,2024-12-16,2.8656176575261103
599703217,672241,2024-12-23,1.8655207853545694
599703217,672241,2024-12-30,5.365431825353914
599703217,672241,2025-01-06,2.365385691004532
599703217,672241,2025-01-13,5.365298315154456
599703217,672241,2025-01-20,2.3652726726448146
599703217,672241,2025-01-27,2.3652227534739545
599703217,672241,2025-02-03,1.865181342969675
599703217,672241,2025-02-10,1.3651557557899925
599703217,672241,2025-02-17,2.865157133446334
599703217,672241,2025-02-24,0.8651474321859092
599703217,672241,2025-03-03,4.365169922158874
746436995,672241,2024-11-25,0.35850195099483095
746436995,672241,2024-12-02,-0.11946420441838163
746436995,672241,2024-12-09,-0.09771441223958754
746436995,672241,2024-12-16,-0.07624346487785749
746436995,672241,2024-12-23,-0.05504910967031046
746436995,672241,2024-12-30,1.4658606934745482
746436995,672241,2025-01-06,0.9865030622810498
746436995,672241,2025-01-13,0.006871999265877449
746436995,672241,2025-01-20,0.5269611005736876
746436995,672241,2025-01-27,0.04678539872164772
746436995,672241,2025-02-03,0.06633839191392155
746436995,672241,2025-02-10,0.08562439662707905
746436995,672241,2025-02-17,0.6046407191577807
746436995,672241,2025-02-24,0.6233919239955438
746436995,672241,2025-03-03,0.14187829600932583
2709580011,672241,2024-11-25,1.373556579860193
2709580011,672241,2024-12-02,1.3648120889301047
2709580011,672241,2024-12-09,1.355939399807591
2709580011,672241,2024-12-16,1.351858328637765
2709580011,672241,2024-12-23,1.345684597560056
2709580011,672241,2024-12-30,1.3409251045403998
2709580011,672241,2025-01-06,1.3419744373818128
2709580011,672241,2025-01-13,1.341439528009496
2709580011,672241,2025-01-20,1.3381288601473358
2709580011,672241,2025-01-27,1.3391967090003605
2709580011,672241,2025-02-03,1.9002923419160282
2709580011,672241,2025-02-10,1.350722687247427
2709580011,672241,2025-02-17,1.9082081398885216
2709580011,672241,2025-02-24,1.9103105576948434
2709580011,672241,2025-03-03,2.806221757633894
2709580215,672241,2024-11-25,2.067277913832303
2709580215,672241,2024-12-02,1.0672747202263502
2709580215,672241,2024-12-09,1.5672737365484517
2709580215,672241,2024-12-16,1.5672750462569958
2709580215,672241,2024-12-23,1.067276473976987
2709580215,672241,2024-12-30,1.5672804237115563
2709580215,672241,2025-01-06,1.0672843641348448
2709580215,672241,2025-01-13,1.0672888603449335
2709580215,672241,2025-01-20,1.0672940974296825
2709580215,672241,2025-01-27,1.0672986540704903
2709580215,672241,2025-02-03,1.0673033543405543
2709580215,672241,2025-02-10,1.0673078600469756
2709580215,672241,2025-02-17,1.0673118655057738
2709580215,672241,2025-02-24,1.0673154184482
2709580215,672241,2025-03-03,1.5673185286724007
2787887686,672241,2024-11-25,1.6728574644517769
2787887686,672241,2024-12-02,4.672223549841476
2787887686,672241,2024-12-09,-3.3274854400609577
2787887686,672241,2024-12-16,-2.8278996514132713
2787887686,672241,2024-12-23,-3.327995764269405
2787887686,672241,2024-12-30,-3.328348909015264
2787887686,672241,2025-01-06,-3.3286467156835893
2787887686,672241,2025-01-13,-3.3289106713412506
2787887686,672241,2025-01-20,-3.3292539712788356
2787887686,672241,2025-01-27,-3.3296448328348793
2787887686,672241,2025-02-03,-3.3300576872467165
2787887686,672241,2025-02-10,-2.830230405930111
2787887686,672241,2025-02-17,-3.3304566502045567
2787887686,672241,2025-02-24,-0.8304205801023941
2787887686,672241,2025-03-03,-2.830507651495106
3022776581,672241,2024-11-25,1.618147040684962
3022776581,672241,2024-12-02,0.6179304044598586
3022776581,672241,2024-12-09,0.6179591482974889
3022776581,672241,2024-12-16,0.6179340984200776
3022776581,672241,2024-12-23,0.6177129919603612
3022776581,672241,2024-12-30,0.6176597865318715
3022776581,672241,2025-01-06,0.6176100092734047
3022776581,672241,2025-01-13,0.6174313859496532
3022776581,672241,2025-01-20,1.1172394648621422
3022776581,672241,2025-01-27,0.6169791998499714
3022776581,672241,2025-02-03,0.6166843475452221
3022776581,672241,2025-02-10,1.616400735240111
3022776581,672241,2025-02-17,0.6161375010600476
3022776581,672241,2025-02-24,0.6159230235918599
3022776581,672241,2025-03-03,1.6158072459383086
3022776731,672241,2024-11-25,0.38634938295686133
3022776731,672241,2024-12-02,-0.11378807208101871
